,center_id,num_orders_x,venta,pre_base_x,Ren_x,email_x,email_pro_x,web_pro_x,city_code,region_code,center_type,op_area,meal_id,category,cuisine
491,27,11583,6143101.15,7524921.04,-1381819.8899999997,22,5051,4308,713,85,TYPE_A,4.5,2867,Seafood,Continental
492,27,6599,3688443.01,3909599.01,-221156.0,2,391,0,713,85,TYPE_A,4.5,2956,Fish,Continental
493,29,50169,8348660.1899999995,8608265.82,-259605.63000000082,10,3835,7996,526,34,TYPE_C,4.0,1062,Beverages,Italian
494,29,45866,11680886.93,13776267.79,-2095380.8599999994,14,10167,11663,526,34,TYPE_C,4.0,1109,Rice Bowl,Indian
495,29,22637,7053728.94,7250832.6,-197103.65999999922,8,2063,5036,526,34,TYPE_C,4.0,1207,Beverages,Continental
496,29,8013,2952050.32,3413618.34,-461568.02,7,957,432,526,34,TYPE_C,4.0,1216,Pasta,Italian
497,29,23238,7285999.55,7400693.1,-114693.54999999981,8,2042,4053,526,34,TYPE_C,4.0,1230,Beverages,Continental
498,29,893,399082.69,410292.29,-11209.599999999977,0,0,0,526,34,TYPE_C,4.0,1247,Biryani,Indian
499,29,10925,1334744.64,1906707.27,-571962.6300000001,11,2393,3012,526,34,TYPE_C,4.0,1248,Beverages,Indian
500,29,4942,2675156.9,3343570.86,-668413.96,20,1623,851,526,34,TYPE_C,4.0,1445,Seafood,Continental
501,29,3128,832594.84,911788.6,-79193.76000000001,7,312,1042,526,34,TYPE_C,4.0,1525,Other Snacks,Thai
502,29,12816,5722443.57,6326446.18,-604002.6099999994,8,1606,2327,526,34,TYPE_C,4.0,1543,Desert,Indian
503,29,21320,11399389.31,13314219.950000001,-1914830.6400000006,37,9416,7895,526,34,TYPE_C,4.0,1558,Pizza,Continental
504,29,1824,1046466.14,1088866.64,-42400.49999999988,0,0,0,526,34,TYPE_C,4.0,1571,Fish,Continental
505,29,42695,15390170.42,17267469.85,-1877299.4300000016,13,12732,13140,526,34,TYPE_C,4.0,1727,Rice Bowl,Indian
506,29,132747,34096320.24,37347056.64,-3250736.3999999985,15,37453,52556,526,34,TYPE_C,4.0,1754,Sandwich,Italian
507,29,1209,559181.32,583647.27,-24465.95000000007,0,0,0,526,34,TYPE_C,4.0,1770,Biryani,Indian
508,29,21210,3534041.63,3617171.4499999997,-83129.81999999983,10,1759,1828,526,34,TYPE_C,4.0,1778,Beverages,Italian
509,29,7388,1958901.78,2027557.44,-68655.65999999992,5,638,1018,526,34,TYPE_C,4.0,1878,Starters,Thai
510,29,36661,3880496.06,4062195.6,-181699.54000000004,7,3605,6960,526,34,TYPE_C,4.0,1885,Beverages,Thai
511,29,1194,534040.42,547561.82,-13521.399999999907,0,0,0,526,34,TYPE_C,4.0,1902,Biryani,Indian
512,29,28835,15718006.61,18156761.26,-2438754.6500000022,37,11894,9972,526,34,TYPE_C,4.0,1962,Pizza,Continental
513,29,93677,23165184.58,27090783.59,-3925599.0100000016,24,42724,43023,526,34,TYPE_C,4.0,1971,Sandwich,Italian
514,29,32247,3399911.61,3532268.14,-132356.53000000026,7,2743,4297,526,34,TYPE_C,4.0,1993,Beverages,Thai
515,29,1593,890385.3899999999,957436.8899999999,-67051.5,0,0,231,526,34,TYPE_C,4.0,2104,Fish,Continental
516,29,7480,3513771.6799999997,3824817.9699999997,-311046.29000000004,6,640,2384,526,34,TYPE_C,4.0,2126,Pasta,Italian
517,29,4222,1281563.81,1322351.74,-40787.929999999935,0,0,0,526,34,TYPE_C,4.0,2139,Beverages,Indian
518,29,124137,30215068.12,34060339.85,-3845271.7300000004,12,27191,27112,526,34,TYPE_C,4.0,2290,Rice Bowl,Indian
519,29,7680,3313443.6399999997,3841735.1,-528291.4600000004,8,1246,2496,526,34,TYPE_C,4.0,2304,Desert,Indian
520,29,3735,965504.43,1219339.3399999999,-253834.9099999998,19,1297,1271,526,34,TYPE_C,4.0,2306,Pasta,Italian
521,29,21032,6621401.68,6778651.46,-157249.78000000026,8,2013,4877,526,34,TYPE_C,4.0,2322,Beverages,Continental
522,29,4634,2447493.06,3085983.2199999997,-638490.1599999997,19,1831,1344,526,34,TYPE_C,4.0,2444,Seafood,Continental
523,29,43135,9279182.58,10648445.04,-1369262.459999999,14,14018,16231,526,34,TYPE_C,4.0,2490,Salad,Italian
524,29,7634,2789933.39,3396822.37,-606888.98,6,1366,1763,526,34,TYPE_C,4.0,2492,Desert,Indian
525,29,20896,2191106.13,2302316.9,-111210.77000000002,7,2160,3659,526,34,TYPE_C,4.0,2539,Beverages,Thai
526,29,63340,19004065.22,19868109.53,-864044.3100000024,4,5765,7318,526,34,TYPE_C,4.0,2569,Salad,Italian
527,29,2622,700698.49,707936.0599999999,-7237.569999999949,3,85,0,526,34,TYPE_C,4.0,2577,Starters,Thai
528,29,23006,12327222.040000001,14489920.07,-2162698.0299999993,37,9945,9589,526,34,TYPE_C,4.0,2581,Pizza,Continental
529,29,18271,2355470.07,3121543.64,-766073.5700000003,11,2944,4940,526,34,TYPE_C,4.0,2631,Beverages,Indian
530,29,11350,3035197.75,3157428.9,-122231.1499999999,5,975,1974,526,34,TYPE_C,4.0,2640,Starters,Thai
531,29,53375,16042115.45,16700461.14,-658345.6900000013,4,3253,7358,526,34,TYPE_C,4.0,2664,Salad,Italian
532,29,6747,1787927.6099999999,1951228.64,-163301.03000000003,9,826,1960,526,34,TYPE_C,4.0,2704,Other Snacks,Thai
533,29,35061,6978863.66,7233043.86,-254180.2000000002,8,2445,702,526,34,TYPE_C,4.0,2707,Beverages,Italian
534,29,7078,1549666.33,1667777.85,-118111.52000000002,0,0,150,526,34,TYPE_C,4.0,2760,Other Snacks,Thai
535,29,38989,10891463.91,11484398.63,-592934.7200000007,18,9290,7104,526,34,TYPE_C,4.0,2826,Sandwich,Italian
536,29,1491,820755.85,984144.47,-163388.62,13,611,206,526,34,TYPE_C,4.0,2867,Seafood,Continental
537,29,443,241746.88999999998,266821.08999999997,-25074.199999999983,0,0,98,526,34,TYPE_C,4.0,2956,Fish,Continental
538,30,55197,9627104.41,10053355.06,-426250.6500000004,4,2297,4364,604,56,TYPE_A,3.5,1062,Beverages,Italian
539,30,89129,22473818.13,26587324.08,-4113505.9499999993,14,21722,17023,604,56,TYPE_A,3.5,1109,Rice Bowl,Indian
540,30,18705,3294286.05,4679318.77,-1385032.7199999997,0,0,4315,604,56,TYPE_A,3.5,1198,Extras,Thai
541,30,21098,7456919.72,8875462.54,-1418542.8199999994,12,3985,7066,604,56,TYPE_A,3.5,1207,Beverages,Continental
542,30,6662,2563385.8,2747984.86,-184599.06000000006,7,375,202,604,56,TYPE_A,3.5,1216,Pasta,Italian
543,30,22528,7899024.97,9462613.67,-1563588.7000000002,12,4350,10631,604,56,TYPE_A,3.5,1230,Beverages,Continental
544,30,3155,1361175.75,1400395.1500000001,-39219.40000000014,0,0,0,604,56,TYPE_A,3.5,1247,Biryani,Indian
545,30,9427,1237505.2,1672716.2,-435211.0,7,1578,1092,604,56,TYPE_A,3.5,1248,Beverages,Indian
546,30,20937,3506222.19,4575619.54,-1069397.35,0,0,5856,604,56,TYPE_A,3.5,1311,Extras,Thai
547,30,8419,1815443.12,1898755.12,-83312.0,0,0,0,604,56,TYPE_A,3.5,1438,Soup,Thai
548,30,19360,9955550.48,12614318.14,-2658767.66,22,9611,9139,604,56,TYPE_A,3.5,1445,Seafood,Continental
549,30,39259,10408625.469999999,11452618.139999999,-1043992.6699999999,0,0,20823,604,56,TYPE_A,3.5,1525,Other Snacks,Thai
550,30,8271,3697748.13,3959692.82,-261944.68999999994,7,811,405,604,56,TYPE_A,3.5,1543,Desert,Indian
551,30,26242,13800463.4,17506822.7,-3706359.299999999,40,15627,14669,604,56,TYPE_A,3.5,1558,Pizza,Continental
552,30,4580,2534042.0,2734692.5,-200650.5,2,311,903,604,56,TYPE_A,3.5,1571,Fish,Continental
553,30,71500,27392815.23,32034354.330000002,-4641539.1000000015,12,21054,19095,604,56,TYPE_A,3.5,1727,Rice Bowl,Indian
554,30,95040,24150215.35,27842703.09,-3692487.7399999984,15,31521,35397,604,56,TYPE_A,3.5,1754,Sandwich,Italian
555,30,2553,1171862.94,1225310.94,-53448.0,0,0,0,604,56,TYPE_A,3.5,1770,Biryani,Indian
556,30,51285,8912777.73,9266850.0,-354072.26999999955,4,2133,5523,604,56,TYPE_A,3.5,1778,Beverages,Italian
557,30,23975,4104117.19,5669757.69,-1565640.5000000005,0,0,5871,604,56,TYPE_A,3.5,1803,Extras,Thai
558,30,8708,1890655.77,1971977.56,-81321.79000000004,0,0,0,604,56,TYPE_A,3.5,1847,Soup,Thai
559,30,15913,4376858.06,4613198.84,-236340.78000000026,8,2032,3063,604,56,TYPE_A,3.5,1878,Starters,Thai
560,30,166122,23716324.26,24949452.95,-1233128.6899999976,2,4983,73115,604,56,TYPE_A,3.5,1885,Beverages,Thai
561,30,2679,1150909.17,1186654.47,-35745.30000000005,0,0,0,604,56,TYPE_A,3.5,1902,Biryani,Indian
562,30,52879,28412082.47,35074373.9,-6662291.43,40,28858,23554,604,56,TYPE_A,3.5,1962,Pizza,Continental
563,30,77525,18861984.04,24237949.3,-5375965.260000002,24,41182,33030,604,56,TYPE_A,3.5,1971,Sandwich,Italian
564,30,135301,19316419.22,20135171.02,-818751.8000000007,2,4105,75732,604,56,TYPE_A,3.5,1993,Beverages,Thai
565,30,6787,3263221.59,3521078.36,-257856.77000000002,4,407,1208,604,56,TYPE_A,3.5,2126,Pasta,Italian
566,30,3759,1150546.6199999999,1194654.67,-44108.05000000005,0,0,0,604,56,TYPE_A,3.5,2139,Beverages,Indian
567,30,119089,29826838.09,35696418.839999996,-5869580.749999996,13,39437,29958,604,56,TYPE_A,3.5,2290,Rice Bowl,Indian
568,30,6529,2896240.03,3142734.4299999997,-246494.3999999999,7,889,217,604,56,TYPE_A,3.5,2304,Desert,Indian
569,30,7487,1957067.31,2510672.92,-553605.6099999999,15,2110,1546,604,56,TYPE_A,3.5,2306,Pasta,Italian
570,30,38082,13586792.39,16279285.45,-2692493.0599999987,12,7043,16842,604,56,TYPE_A,3.5,2322,Beverages,Continental
571,30,18580,9613827.44,12138261.870000001,-2524434.4300000016,22,9788,10440,604,56,TYPE_A,3.5,2444,Seafood,Continental
572,30,62822,13749781.8,16985033.169999998,-3235251.3699999973,16,24623,24487,604,56,TYPE_A,3.5,2490,Salad,Italian
573,30,6245,2183150.6799999997,2422923.9299999997,-239773.25,6,745,1136,604,56,TYPE_A,3.5,2492,Desert,Indian
574,30,4420,994497.4400000001,1029335.3200000001,-34837.880000000005,0,0,0,604,56,TYPE_A,3.5,2494,Soup,Thai
575,30,69524,10007591.0,9938684.96,68906.0399999991,2,1876,26542,604,56,TYPE_A,3.5,2539,Beverages,Thai
576,30,33155,10222022.52,10852259.09,-630236.5700000003,6,5050,4306,604,56,TYPE_A,3.5,2569,Salad,Italian
577,30,16937,4708655.39,4899814.18,-191158.79000000004,7,1613,573,604,56,TYPE_A,3.5,2577,Starters,Thai
578,30,35115,18632054.21,23305958.98,-4673904.77,40,20197,17318,604,56,TYPE_A,3.5,2581,Pizza,Continental
579,30,11220,1515855.52,1903656.8499999999,-387801.32999999984,7,1215,908,604,56,TYPE_A,3.5,2631,Beverages,Indian
580,30,31244,8555285.9,9065073.719999999,-509787.81999999844,8,4347,3109,604,56,TYPE_A,3.5,2640,Starters,Thai
581,30,44515,13460913.469999999,14068860.87,-607947.4000000004,6,5452,6477,604,56,TYPE_A,3.5,2664,Salad,Italian
582,30,22408,5958985.6899999995,6607861.84,-648876.1500000004,0,0,11225,604,56,TYPE_A,3.5,2704,Other Snacks,Thai
583,30,99047,20503839.62,22044792.88,-1540953.259999998,9,8800,3172,604,56,TYPE_A,3.5,2707,Beverages,Italian
584,30,22428,4775412.44,5393172.68,-617760.2399999993,0,0,9796,604,56,TYPE_A,3.5,2760,Other Snacks,Thai
585,30,80663,24062474.830000002,26327684.46,-2265209.629999999,15,19132,16970,604,56,TYPE_A,3.5,2826,Sandwich,Italian
586,30,12186,6443319.8,7959140.61,-1515820.8100000005,22,5519,4347,604,56,TYPE_A,3.5,2867,Seafood,Continental
587,30,3476,1979202.52,2060888.78,-81686.26000000001,2,107,95,604,56,TYPE_A,3.5,2956,Fish,Continental
588,32,42931,7307064.07,7488245.81,-181181.7399999993,10,2903,0,526,34,TYPE_A,3.8,1062,Beverages,Italian
589,32,62199,16799530.5,18853614.4,-2054083.8999999985,16,13854,10397,526,34,TYPE_A,3.8,1109,Rice Bowl,Indian
590,32,22573,7137824.67,7232990.39,-95165.71999999974,10,2501,529,526,34,TYPE_A,3.8,1207,Beverages,Continental
591,32,6975,2733837.4,3207914.93,-474077.53000000026,12,1165,1418,526,34,TYPE_A,3.8,1216,Pasta,Italian
592,32,26042,8258053.73,8347748.38,-89694.64999999944,10,2269,634,526,34,TYPE_A,3.8,1230,Beverages,Continental
593,32,3324,1492228.62,1527415.02,-35186.39999999991,0,0,0,526,34,TYPE_A,3.8,1247,Biryani,Indian
594,32,12595,1541048.46,2368399.85,-827351.3900000001,13,2029,1622,526,34,TYPE_A,3.8,1248,Beverages,Indian
595,32,11560,6676059.16,7854778.64,-1178719.4799999995,24,4356,2667,526,34,TYPE_A,3.8,1445,Seafood,Continental
596,32,12262,3278508.07,3524145.34,-245637.27000000002,11,1897,2730,526,34,TYPE_A,3.8,1525,Other Snacks,Thai
597,32,12206,5457569.16,5998806.2,-541237.04,10,1908,1756,526,34,TYPE_A,3.8,1543,Desert,Indian
598,32,28455,15541799.700000001,17848695.76,-2306896.0600000005,42,12635,6202,526,34,TYPE_A,3.8,1558,Pizza,Continental
599,32,6698,3801141.79,4006881.94,-205740.1499999999,0,0,592,526,34,TYPE_A,3.8,1571,Fish,Continental
600,32,46928,17164957.97,19086652.96,-1921694.990000002,13,11923,9656,526,34,TYPE_A,3.8,1727,Rice Bowl,Indian
601,32,92826,24011967.87,25977371.08,-1965403.2099999972,16,25451,31753,526,34,TYPE_A,3.8,1754,Sandwich,Italian
602,32,2158,1017467.59,1040379.44,-22911.849999999977,0,0,0,526,34,TYPE_A,3.8,1770,Biryani,Indian
603,32,24603,4146754.94,4251851.2,-105096.26000000024,10,1878,0,526,34,TYPE_A,3.8,1778,Beverages,Italian
604,32,18206,4875467.7,5077300.0,-201832.2999999998,5,1961,1988,526,34,TYPE_A,3.8,1878,Starters,Thai
605,32,60332,6491908.43,6789891.66,-297983.23000000045,8,5609,14439,526,34,TYPE_A,3.8,1885,Beverages,Thai
606,32,1626,719743.38,741681.08,-21937.699999999953,0,0,0,526,34,TYPE_A,3.8,1902,Biryani,Indian
607,32,39142,21312346.2,24583701.61,-3271355.41,42,16694,15679,526,34,TYPE_A,3.8,1962,Pizza,Continental
608,32,77714,19648289.3,22487951.54,-2839662.2399999984,25,31568,31488,526,34,TYPE_A,3.8,1971,Sandwich,Italian
609,32,52205,5635097.07,5843932.19,-208835.1200000001,8,5049,10738,526,34,TYPE_A,3.8,1993,Beverages,Thai
610,32,6363,3549184.4699999997,3831045.05,-281860.5800000001,0,0,581,526,34,TYPE_A,3.8,2104,Fish,Continental
611,32,8776,4187306.05,4442994.72,-255688.66999999993,13,1027,2865,526,34,TYPE_A,3.8,2126,Pasta,Italian
612,32,5575,1663915.3499999999,1733507.22,-69591.87000000011,0,0,0,526,34,TYPE_A,3.8,2139,Beverages,Indian
613,32,128270,31865864.13,34950074.03,-3084209.9000000022,12,25450,21657,526,34,TYPE_A,3.8,2290,Rice Bowl,Indian
614,32,7441,3313744.7399999998,3684204.73,-370459.9900000002,11,1192,541,526,34,TYPE_A,3.8,2304,Desert,Indian
615,32,7065,1932130.5,2342131.21,-410000.70999999996,22,2045,1074,526,34,TYPE_A,3.8,2306,Pasta,Italian
616,32,25913,8262453.4399999995,8381750.02,-119296.58000000007,10,2653,1476,526,34,TYPE_A,3.8,2322,Beverages,Continental
617,32,9940,5440486.04,6661636.52,-1221150.4799999995,25,4757,3891,526,34,TYPE_A,3.8,2444,Seafood,Continental
618,32,27594,6206847.64,6867351.64,-660504.0,15,8024,8676,526,34,TYPE_A,3.8,2490,Salad,Italian
619,32,7030,2703807.41,3131571.3400000003,-427763.93000000017,6,700,1617,526,34,TYPE_A,3.8,2492,Desert,Indian
620,32,14320,1564638.45,1633961.56,-69323.1100000001,4,1151,2355,526,34,TYPE_A,3.8,2539,Beverages,Thai
621,32,53578,16171801.75,16790861.98,-619060.2300000004,6,5697,6265,526,34,TYPE_A,3.8,2569,Salad,Italian
622,32,11444,3126803.32,3193084.32,-66281.0,5,597,0,526,34,TYPE_A,3.8,2577,Starters,Thai
623,32,35872,19504697.04,22444132.490000002,-2939435.450000003,42,16637,11197,526,34,TYPE_A,3.8,2581,Pizza,Continental
624,32,18759,2369093.5,3650122.66,-1281029.1600000001,13,3754,4633,526,34,TYPE_A,3.8,2631,Beverages,Indian
625,32,24443,6568974.18,6840425.72,-271451.54000000004,5,2472,3295,526,34,TYPE_A,3.8,2640,Starters,Thai
626,32,51775,15531275.61,16145715.74,-614440.1300000008,6,4755,6037,526,34,TYPE_A,3.8,2664,Salad,Italian
627,32,20552,5533995.42,5936408.4799999995,-402413.0599999996,11,2621,4716,526,34,TYPE_A,3.8,2704,Other Snacks,Thai
628,32,41691,8394848.82,8713402.72,-318553.9000000004,8,2659,0,526,34,TYPE_A,3.8,2707,Beverages,Italian
629,32,10564,2341247.72,2503679.41,-162431.68999999994,0,0,0,526,34,TYPE_A,3.8,2760,Other Snacks,Thai
630,32,55322,15598284.040000001,16307769.440000001,-709485.4000000004,18,11430,7148,526,34,TYPE_A,3.8,2826,Sandwich,Italian
631,32,7232,4092653.77,4883478.54,-790824.77,25,3066,2336,526,34,TYPE_A,3.8,2867,Seafood,Continental
632,32,4116,2355138.58,2477716.08,-122577.5,0,0,0,526,34,TYPE_A,3.8,2956,Fish,Continental
633,34,33749,5696466.06,5817089.1899999995,-120623.12999999989,10,3001,285,615,34,TYPE_B,4.2,1062,Beverages,Italian
634,34,67779,18630395.79,20477474.62,-1847078.830000002,16,14703,11691,615,34,TYPE_B,4.2,1109,Rice Bowl,Indian
635,34,8592,2716665.62,2756398.64,-39733.02000000002,10,731,433,615,34,TYPE_B,4.2,1207,Beverages,Continental
636,34,5910,2313609.64,2498194.79,-184585.1499999999,11,813,720,615,34,TYPE_B,4.2,1216,Pasta,Italian
637,34,9003,2849287.86,2902063.93,-52776.0700000003,10,987,420,615,34,TYPE_B,4.2,1230,Beverages,Continental
638,34,3778,1711130.42,1747401.74,-36271.320000000065,0,0,0,615,34,TYPE_B,4.2,1247,Biryani,Indian
639,34,5905,754938.69,1053240.95,-298302.26,12,1327,1209,615,34,TYPE_B,4.2,1248,Beverages,Indian
640,34,16815,9291835.15,11253751.41,-1961916.2599999998,25,7600,5834,615,34,TYPE_B,4.2,1445,Seafood,Continental
641,34,22215,5951192.64,6395132.59,-443939.9500000002,11,3486,6541,615,34,TYPE_B,4.2,1525,Other Snacks,Thai
642,34,7844,3482471.73,3844235.69,-361763.95999999996,14,1290,3745,615,34,TYPE_B,4.2,1543,Desert,Indian
643,34,21741,11737862.27,13640278.93,-1902416.6600000001,42,9765,7235,615,34,TYPE_B,4.2,1558,Pizza,Continental
644,34,11163,6213521.89,6721204.66,-507682.7700000005,0,0,2109,615,34,TYPE_B,4.2,1571,Fish,Continental
645,34,47905,17261630.27,19370136.01,-2108505.740000002,13,12515,10503,615,34,TYPE_B,4.2,1727,Rice Bowl,Indian
646,34,61672,16164063.219999999,17367368.14,-1203304.9200000018,16,14471,16755,615,34,TYPE_B,4.2,1754,Sandwich,Italian
647,34,2120,989944.2,1021599.7,-31655.5,0,0,0,615,34,TYPE_B,4.2,1770,Biryani,Indian
648,34,15756,2660204.16,2712693.5,-52489.33999999985,10,1086,109,615,34,TYPE_B,4.2,1778,Beverages,Italian
649,34,32399,8764153.67,8954906.53,-190752.8599999994,5,1824,2135,615,34,TYPE_B,4.2,1878,Starters,Thai
650,34,85193,9258009.63,9714563.790000001,-456554.16000000015,8,6135,23774,615,34,TYPE_B,4.2,1885,Beverages,Thai
651,34,1850,840784.0,850930.6,-10146.599999999977,0,0,0,615,34,TYPE_B,4.2,1902,Biryani,Indian
652,34,38377,20887919.06,24058420.1,-3170501.040000003,42,17614,17099,615,34,TYPE_B,4.2,1962,Pizza,Continental
653,34,52015,13475652.9,15037661.95,-1562009.0499999989,25,17070,17030,615,34,TYPE_B,4.2,1971,Sandwich,Italian
654,34,58441,6295578.38,6616831.74,-321253.36000000034,8,4481,18547,615,34,TYPE_B,4.2,1993,Beverages,Thai
655,34,8755,4903008.08,5259203.2299999995,-356195.14999999944,0,0,1488,615,34,TYPE_B,4.2,2104,Fish,Continental
656,34,7532,3600669.65,3844929.79,-244260.14000000013,13,847,2650,615,34,TYPE_B,4.2,2126,Pasta,Italian
657,34,4117,1253545.63,1303646.57,-50100.94000000018,0,0,0,615,34,TYPE_B,4.2,2139,Beverages,Indian
658,34,106331,26542702.669999998,29145156.62,-2602453.950000003,12,21198,21631,615,34,TYPE_B,4.2,2290,Rice Bowl,Indian
659,34,4492,1984279.0999999999,2242226.92,-257947.82000000007,14,978,1090,615,34,TYPE_B,4.2,2304,Desert,Indian
660,34,6602,1878138.63,2223858.67,-345720.04000000004,23,1638,768,615,34,TYPE_B,4.2,2306,Pasta,Italian
661,34,15639,4995233.65,5049792.09,-54558.43999999948,10,1730,1822,615,34,TYPE_B,4.2,2322,Beverages,Continental
662,34,10320,5669969.62,6882393.41,-1212423.79,25,4460,3475,615,34,TYPE_B,4.2,2444,Seafood,Continental
663,34,16235,3605288.13,4021223.69,-415935.56000000006,15,3651,2812,615,34,TYPE_B,4.2,2490,Salad,Italian
664,34,6808,2691604.37,3032173.23,-340568.85999999987,6,540,786,615,34,TYPE_B,4.2,2492,Desert,Indian
665,34,11818,1265690.18,1331120.4,-65430.21999999997,2,880,2259,615,34,TYPE_B,4.2,2539,Beverages,Thai
666,34,38146,11542395.69,11906564.11,-364168.4199999999,6,4052,4131,615,34,TYPE_B,4.2,2569,Salad,Italian
667,34,14088,3827099.62,3888920.1,-61820.47999999998,4,417,0,615,34,TYPE_B,4.2,2577,Starters,Thai
668,34,26927,14703892.21,16906107.22,-2202215.009999998,42,11840,11406,615,34,TYPE_B,4.2,2581,Pizza,Continental
669,34,7313,964950.11,1361272.45,-396322.33999999997,13,1570,1264,615,34,TYPE_B,4.2,2631,Beverages,Indian
670,34,37137,10048677.799999999,10298938.309999999,-250260.50999999978,5,2336,2365,615,34,TYPE_B,4.2,2640,Starters,Thai
671,34,46501,14159336.84,14561457.36,-402120.51999999955,6,3686,2877,615,34,TYPE_B,4.2,2664,Salad,Italian
672,34,47736,12836300.69,13743737.459999999,-907436.7699999996,11,6147,14834,615,34,TYPE_B,4.2,2704,Other Snacks,Thai
673,34,37653,7545427.95,7876300.96,-330873.0099999998,8,2596,1878,615,34,TYPE_B,4.2,2707,Beverages,Italian
674,34,22005,4783298.41,5176873.82,-393575.41000000015,0,0,1231,615,34,TYPE_B,4.2,2760,Other Snacks,Thai
675,34,68275,19124315.68,19971786.45,-847470.7699999996,18,13537,5485,615,34,TYPE_B,4.2,2826,Sandwich,Italian
676,34,12553,7137344.899999999,8382543.739999999,-1245198.8399999999,25,4931,3333,615,34,TYPE_B,4.2,2867,Seafood,Continental
677,34,11692,6584600.56,7048130.29,-463529.73000000045,0,0,1621,615,34,TYPE_B,4.2,2956,Fish,Continental
678,36,60726,10514805.5,10972068.46,-457262.9600000009,4,2160,5308,517,56,TYPE_B,4.4,1062,Beverages,Italian
679,36,107369,27954953.37,31985614.47,-4030661.0999999978,14,25633,22555,517,56,TYPE_B,4.4,1109,Rice Bowl,Indian
680,36,32962,5823184.2700000005,6430211.34,-607027.0699999994,0,0,0,517,56,TYPE_B,4.4,1198,Extras,Thai
681,36,14396,5084647.49,6023577.04,-938929.5499999998,12,2905,3088,517,56,TYPE_B,4.4,1207,Beverages,Continental
682,36,6904,2685490.7,2849661.84,-164171.13999999966,7,460,246,517,56,TYPE_B,4.4,1216,Pasta,Italian
683,36,13435,4788025.59,5765502.2,-977476.6100000003,12,2271,3155,517,56,TYPE_B,4.4,1230,Beverages,Continental
684,36,5520,2373623.5,2445859.1,-72235.6000000001,0,0,0,517,56,TYPE_B,4.4,1247,Biryani,Indian
685,36,9709,1301894.39,1670867.72,-368973.3300000001,7,934,338,517,56,TYPE_B,4.4,1248,Beverages,Indian
686,36,39224,6521375.55,7549945.62,-1028570.0700000003,0,0,0,517,56,TYPE_B,4.4,1311,Extras,Thai
687,36,12261,2661449.07,2831876.67,-170427.6000000001,0,0,6125,517,56,TYPE_B,4.4,1438,Soup,Thai
688,36,20894,11136469.24,13609444.14,-2472974.9000000004,22,9197,8479,517,56,TYPE_B,4.4,1445,Seafood,Continental
689,36,53088,14339144.889999999,15637322.29,-1298177.4000000004,0,0,24095,517,56,TYPE_B,4.4,1525,Other Snacks,Thai
690,36,9199,4064491.61,4424556.4799999995,-360064.86999999965,7,1280,1365,517,56,TYPE_B,4.4,1543,Desert,Indian
691,36,19491,10386373.7,12970501.33,-2584127.630000001,40,10660,9484,517,56,TYPE_B,4.4,1558,Pizza,Continental
692,36,12143,6795239.83,7240740.95,-445501.1200000001,2,770,1174,517,56,TYPE_B,4.4,1571,Fish,Continental
693,36,64720,24024951.45,29017662.17,-4992710.7200000025,12,21900,21361,517,56,TYPE_B,4.4,1727,Rice Bowl,Indian
694,36,87134,22500535.63,25728079.68,-3227544.0500000007,15,26198,26950,517,56,TYPE_B,4.4,1754,Sandwich,Italian
695,36,2253,1044813.74,1085551.49,-40737.75,0,0,0,517,56,TYPE_B,4.4,1770,Biryani,Indian
696,36,50541,8752509.370000001,9119851.39,-367342.01999999955,4,1567,4502,517,56,TYPE_B,4.4,1778,Beverages,Italian
697,36,41494,7054470.39,8152117.8100000005,-1097647.4200000009,0,0,0,517,56,TYPE_B,4.4,1803,Extras,Thai
698,36,5453,1174538.5,1262079.25,-87540.75,0,0,2113,517,56,TYPE_B,4.4,1847,Soup,Thai
699,36,27221,7387587.33,7875184.13,-487596.7999999998,8,4184,7762,517,56,TYPE_B,4.4,1878,Starters,Thai
700,36,160881,23126395.88,23388060.78,-261664.90000000224,2,2415,42593,517,56,TYPE_B,4.4,1885,Beverages,Thai
701,36,3254,1403067.62,1441154.72,-38087.09999999986,0,0,0,517,56,TYPE_B,4.4,1902,Biryani,Indian
702,36,58585,32080070.0,38773620.71,-6693550.710000001,40,29243,27108,517,56,TYPE_B,4.4,1962,Pizza,Continental
703,36,73810,17720661.75,23098783.3,-5378121.550000001,24,40498,38089,517,56,TYPE_B,4.4,1971,Sandwich,Italian
704,36,124438,17774099.39,18114777.88,-340678.48999999836,2,2094,58709,517,56,TYPE_B,4.4,1993,Beverages,Thai
705,36,9095,4421028.91,4716273.82,-295244.91000000015,5,446,2446,517,56,TYPE_B,4.4,2126,Pasta,Italian
706,36,4776,1435238.57,1490301.05,-55062.47999999998,0,0,0,517,56,TYPE_B,4.4,2139,Beverages,Indian
707,36,134720,34188829.83,39713391.74,-5524561.910000004,13,41237,40936,517,56,TYPE_B,4.4,2290,Rice Bowl,Indian
708,36,9123,4073524.55,4388318.06,-314793.5099999998,7,1147,568,517,56,TYPE_B,4.4,2304,Desert,Indian
709,36,9102,2456575.75,3102996.36,-646420.6099999999,15,1796,3811,517,56,TYPE_B,4.4,2306,Pasta,Italian
710,36,25150,8939714.17,10431263.72,-1491549.5500000007,12,4741,6091,517,56,TYPE_B,4.4,2322,Beverages,Continental
711,36,15386,8102051.91,10056316.68,-1954264.7699999996,21,7349,6506,517,56,TYPE_B,4.4,2444,Seafood,Continental
